Index,Field,Value
1.0.15.2,organic_rating_count,14
1.0.15.3,organic_title,adidas Women's Gamecourt 2 Tennis Shoe
1.0.16.0,organic_price,
1.0.16.1,organic_rating,
1.0.16.2,organic_rating_count,"6,289"
1.0.16.3,organic_title,New Balance Men's Made in Us 990 V5 Sneaker
1.0.17.0,organic_price,n/a
1.0.17.1,organic_rating,
1.0.17.2,organic_rating_count,"26,620"
1.0.17.3,organic_title,adidas Men's Tech Response Golf Shoes
1.0.18.0,organic_price,n/a
1.0.18.1,organic_rating,
1.0.18.2,organic_rating_count,35
1.0.18.3,organic_title,Nike Men's Free Run 2 Running Shoes Sneaker 537732 004
1.0.19.0,organic_price,n/a
1.0.19.1,organic_rating,
1.0.19.2,organic_rating_count,148
1.0.19.3,organic_title,Under Armour Men's Surge 3 --Running Shoe
1.0.20.0,organic_price,
1.0.20.1,organic_rating,
1.0.20.2,organic_rating_count,251
1.0.20.3,organic_title,New Balance Women's 928 V3 Hook and Loop Walking Shoe
1.0.21.0,organic_price,n/a
1.0.21.1,organic_rating,
1.0.21.2,organic_rating_count,54
1.0.21.3,organic_title,adidas Men's Lite Racer BYD 2.0 Running Shoe
1.0.22.0,organic_price,
1.0.22.1,organic_rating,
1.0.22.2,organic_rating_count,335
1.0.22.3,organic_title,FootJoy Men's Traditions Golf Shoe
1.0.23.0,organic_price,
1.0.23.1,organic_rating,
1.0.23.2,organic_rating_count,"1,025"
1.0.23.3,organic_title,ECCO Men's Track 25 Low Gore-tex Waterproof Hiking Shoe
1.0.24.0,organic_price,n/a
1.0.24.1,organic_rating,
1.0.24.2,organic_rating_count,242
1.0.24.3,organic_title,Converse Women's Chuck Taylor All Star Lift Sneakers
1.0.25.0,organic_price,n/a
1.0.25.1,organic_rating,
1.0.25.2,organic_rating_count,"4,172"
1.0.25.3,organic_title,Nike Men's Air Force 1 '07 An20 Basketball Shoe
1.0.26.0,organic_price,n/a
1.0.26.1,organic_rating,
1.0.26.2,organic_rating_count,157
1.0.26.3,organic_title,adidas Men's Questar 2022 Running Shoe
1.0.27.0,organic_price,n/a
1.0.27.1,organic_rating,
1.0.27.2,organic_rating_count,"26,349"
1.0.27.3,organic_title,adidas Men's Grand Court Tennis Shoes
1.0.28.0,organic_price,n/a
1.0.28.1,organic_rating,
1.0.28.2,organic_rating_count,"6,556"
1.0.28.3,organic_title,Vans Unisex Slip-on(tm) Core Classics Low-Top Trainers
1.0.29.0,organic_price,
1.0.29.1,organic_rating,
1.0.29.2,organic_rating_count,"7,577"
1.0.29.3,organic_title,Sperry Men's Billfish 3-Eye Boat Shoe
1.0.30.0,organic_price,n/a
1.0.30.1,organic_rating,
1.0.30.2,organic_rating_count,"1,309"
1.0.30.3,organic_title,Brooks Womens Revel 5
1.0.31.0,organic_price,n/a
1.0.31.1,organic_rating,
1.0.31.2,organic_rating_count,58
1.0.31.3,organic_title,Frye Men's Paul Lace Up Boot
1.0.32.0,organic_price,
1.0.32.1,organic_rating,
1.0.32.2,organic_rating_count,"1,129"
1.0.32.3,organic_title,"Reebok Work Men's Dayod RB1735 Safety Shoe,Black"
1.0.33.0,organic_price,
1.0.33.1,organic_rating,
1.0.33.2,organic_rating_count,87
1.0.33.3,organic_title,WOLVERINE Men's Bolt DuraShocks Construction Shoe
1.0.34.0,organic_price,
1.0.34.1,organic_rating,
1.0.34.2,organic_rating_count,"6,136"
1.0.34.3,organic_title,New Balance Men's Fresh Foam Arishi V3 Running Shoe
1.0.35.0,organic_price,n/a
1.0.35.1,organic_rating,
1.0.35.2,organic_rating_count,"8,377"
1.0.35.3,organic_title,adidas Men's Daily 3.0 Skate Shoe
1.0.36.0,organic_price,n/a
1.0.36.1,organic_rating,
1.0.36.2,organic_rating_count,"9,286"
1.0.36.3,organic_title,Merrell Women's Moab 2 Vent Hiking Shoe
1.0.37.0,organic_price,n/a
1.0.37.1,organic_rating,
1.0.37.2,organic_rating_count,"1,621"
1.0.37.3,organic_title,adidas Men's Lite Racer BYD 2.0 Trail Running Shoe
1.0.38.0,organic_price,n/a
1.0.38.1,organic_rating,
1.0.38.2,organic_rating_count,"18,955"
1.0.38.3,organic_title,Sperry Men's Authentic Original 2-Eye Boat Shoe
1.0.39.0,organic_price,
1.0.39.1,organic_rating,
1.0.39.2,organic_rating_count,"11,387"
1.0.39.3,organic_title,adidas Men's Lite Racer Adapt 3.0 Running Shoe
1.0.40.0,organic_price,
1.0.40.1,organic_rating,
1.0.40.2,organic_rating_count,"3,018"
1.0.40.3,organic_title,Merrell Women's MOAB 2 WTPF Hiking Shoe
1.0.41.0,organic_price,n/a
1.0.41.1,organic_rating,
1.0.41.2,organic_rating_count,631
1.0.41.3,organic_title,adidas Women's Racer TR21 Running Shoe
1.0.42.0,organic_price,n/a
1.0.42.1,organic_rating,
1.0.42.2,organic_rating_count,"7,925"
1.0.42.3,organic_title,Reebok Men's Club MEMT Casual Sneakers
1.0.43.0,organic_price,
1.0.43.1,organic_rating,
1.0.43.2,organic_rating_count,"1,515"
1.0.43.3,organic_title,KEEN Women's Targhee 3 Low Height Waterproof Hiking Shoe Boot
1.0.44.0,organic_price,n/a
1.0.44.1,organic_rating,
1.0.44.2,organic_rating_count,"1,180"
1.0.44.3,organic_title,Columbia Men's Fairbanks Low Sneaker
1.0.45.0,organic_price,n/a
1.0.45.1,organic_rating,
1.0.45.2,organic_rating_count,"6,570"
1.0.45.3,organic_title,Clarks Men's Escalade Step
1.0.46.0,organic_price,
1.0.46.1,organic_rating,
1.0.46.2,organic_rating_count,"3,744"
1.0.46.3,organic_title,New Balance Women's Fresh Foam Arishi V3 Running Shoe
1.0.47.0,organic_price,
1.0.47.1,organic_rating,
1.0.47.2,organic_rating_count,"2,543"
1.0.47.3,organic_title,Columbia Women's Newton Ridge Plus Waterproof Amped Hiking Shoe
